"","Municipi","Districte","Secció","Indicadores de renta media y mediana","Periodo","Renda"
"469","Barcelona",3,37,"Renta neta media por persona",2022,16232
"470","Barcelona",3,38,"Renta neta media por persona",2022,11990
"471","Barcelona",3,39,"Renta neta media por persona",2022,11148
"472","Barcelona",3,40,"Renta neta media por persona",2022,19163
"473","Barcelona",3,41,"Renta neta media por persona",2022,16194
"474","Barcelona",3,42,"Renta neta media por persona",2022,16364
"475","Barcelona",3,43,"Renta neta media por persona",2022,17278
"476","Barcelona",3,44,"Renta neta media por persona",2022,15672
"477","Barcelona",3,45,"Renta neta media por persona",2022,16810
"478","Barcelona",3,46,"Renta neta media por persona",2022,19760
"479","Barcelona",3,47,"Renta neta media por persona",2022,15838
"480","Barcelona",3,48,"Renta neta media por persona",2022,20352
"481","Barcelona",3,49,"Renta neta media por persona",2022,17105
"482","Barcelona",3,50,"Renta neta media por persona",2022,17743
"483","Barcelona",3,51,"Renta neta media por persona",2022,14179
"484","Barcelona",3,52,"Renta neta media por persona",2022,15744
"485","Barcelona",3,53,"Renta neta media por persona",2022,14806
"486","Barcelona",3,54,"Renta neta media por persona",2022,17714
"487","Barcelona",3,55,"Renta neta media por persona",2022,16735
"488","Barcelona",3,56,"Renta neta media por persona",2022,15955
"489","Barcelona",3,57,"Renta neta media por persona",2022,16272
"490","Barcelona",3,58,"Renta neta media por persona",2022,20476
"491","Barcelona",3,59,"Renta neta media por persona",2022,15522
"492","Barcelona",3,60,"Renta neta media por persona",2022,18776
"493","Barcelona",3,61,"Renta neta media por persona",2022,16203
"494","Barcelona",3,62,"Renta neta media por persona",2022,16587
"495","Barcelona",3,63,"Renta neta media por persona",2022,16190
"496","Barcelona",3,64,"Renta neta media por persona",2022,16987
"497","Barcelona",3,65,"Renta neta media por persona",2022,17058
"498","Barcelona",3,66,"Renta neta media por persona",2022,15224
"499","Barcelona",3,67,"Renta neta media por persona",2022,17000
"500","Barcelona",3,68,"Renta neta media por persona",2022,14777
"501","Barcelona",3,69,"Renta neta media por persona",2022,17547
"502","Barcelona",3,70,"Renta neta media por persona",2022,14204
"503","Barcelona",3,71,"Renta neta media por persona",2022,14399
"504","Barcelona",3,72,"Renta neta media por persona",2022,14622
"505","Barcelona",3,73,"Renta neta media por persona",2022,17174
"506","Barcelona",3,74,"Renta neta media por persona",2022,16363
"507","Barcelona",3,75,"Renta neta media por persona",2022,15018
"508","Barcelona",3,76,"Renta neta media por persona",2022,15509
"509","Barcelona",3,77,"Renta neta media por persona",2022,15543
"510","Barcelona",3,78,"Renta neta media por persona",2022,14780
"511","Barcelona",3,79,"Renta neta media por persona",2022,14495
"512","Barcelona",3,80,"Renta neta media por persona",2022,16015
"513","Barcelona",3,81,"Renta neta media por persona",2022,16423
"514","Barcelona",3,82,"Renta neta media por persona",2022,18684
"515","Barcelona",3,83,"Renta neta media por persona",2022,17304
"516","Barcelona",3,84,"Renta neta media por persona",2022,17751
"517","Barcelona",3,85,"Renta neta media por persona",2022,19314
"518","Barcelona",3,86,"Renta neta media por persona",2022,21194
"519","Barcelona",3,87,"Renta neta media por persona",2022,19750
"520","Barcelona",3,88,"Renta neta media por persona",2022,17797
"521","Barcelona",3,89,"Renta neta media por persona",2022,19060
"522","Barcelona",3,90,"Renta neta media por persona",2022,20585
"523","Barcelona",3,91,"Renta neta media por persona",2022,18336
"524","Barcelona",3,92,"Renta neta media por persona",2022,17688
"525","Barcelona",3,93,"Renta neta media por persona",2022,18653
"526","Barcelona",3,94,"Renta neta media por persona",2022,19036
"527","Barcelona",3,95,"Renta neta media por persona",2022,17781
"528","Barcelona",3,96,"Renta neta media por persona",2022,15951
"529","Barcelona",3,97,"Renta neta media por persona",2022,13048
"530","Barcelona",3,98,"Renta neta media por persona",2022,14757
"531","Barcelona",3,99,"Renta neta media por persona",2022,17083
"532","Barcelona",3,100,"Renta neta media por persona",2022,17047
"533","Barcelona",3,101,"Renta neta media por persona",2022,16709
"534","Barcelona",3,102,"Renta neta media por persona",2022,17091
"535","Barcelona",3,103,"Renta neta media por persona",2022,17367
"536","Barcelona",3,104,"Renta neta media por persona",2022,16540
"537","Barcelona",3,105,"Renta neta media por persona",2022,16198
"538","Barcelona",3,106,"Renta neta media por persona",2022,17255
"539","Barcelona",3,107,"Renta neta media por persona",2022,17236
"540","Barcelona",3,108,"Renta neta media por persona",2022,17069
"541","Barcelona",3,109,"Renta neta media por persona",2022,18169
"542","Barcelona",3,110,"Renta neta media por persona",2022,18478
"543","Barcelona",3,111,"Renta neta media por persona",2022,18718
"544","Barcelona",3,112,"Renta neta media por persona",2022,19882
"545","Barcelona",3,113,"Renta neta media por persona",2022,23793
"546","Barcelona",3,114,"Renta neta media por persona",2022,22436
"547","Barcelona",3,211,"Renta neta media por persona",2022,15209
"548","Barcelona",3,212,"Renta neta media por persona",2022,14166
"549","Barcelona",3,213,"Renta neta media por persona",2022,12073
"550","Barcelona",4,1,"Renta neta media por persona",2022,20112
"551","Barcelona",4,2,"Renta neta media por persona",2022,21695
"552","Barcelona",4,3,"Renta neta media por persona",2022,21606
"553","Barcelona",4,4,"Renta neta media por persona",2022,20094
"554","Barcelona",4,5,"Renta neta media por persona",2022,20483
"555","Barcelona",4,6,"Renta neta media por persona",2022,21019
"556","Barcelona",4,7,"Renta neta media por persona",2022,19135
"557","Barcelona",4,8,"Renta neta media por persona",2022,18567
"558","Barcelona",4,9,"Renta neta media por persona",2022,20798
"559","Barcelona",4,10,"Renta neta media por persona",2022,23761
"560","Barcelona",4,11,"Renta neta media por persona",2022,24435
"561","Barcelona",4,12,"Renta neta media por persona",2022,23363
"562","Barcelona",4,13,"Renta neta media por persona",2022,24453
"563","Barcelona",4,14,"Renta neta media por persona",2022,23595
"564","Barcelona",4,15,"Renta neta media por persona",2022,21978
"565","Barcelona",4,16,"Renta neta media por persona",2022,24205
"566","Barcelona",4,17,"Renta neta media por persona",2022,23387
"567","Barcelona",4,18,"Renta neta media por persona",2022,24800
"568","Barcelona",4,19,"Renta neta media por persona",2022,28831
"569","Barcelona",4,20,"Renta neta media por persona",2022,24567
"570","Barcelona",4,21,"Renta neta media por persona",2022,27820
"571","Barcelona",4,22,"Renta neta media por persona",2022,22615
"572","Barcelona",4,23,"Renta neta media por persona",2022,32986
"573","Barcelona",4,24,"Renta neta media por persona",2022,34765
"574","Barcelona",4,25,"Renta neta media por persona",2022,22890
"575","Barcelona",4,26,"Renta neta media por persona",2022,22476
"576","Barcelona",4,27,"Renta neta media por persona",2022,23851
"577","Barcelona",4,28,"Renta neta media por persona",2022,21454
"578","Barcelona",4,29,"Renta neta media por persona",2022,25953
"579","Barcelona",4,30,"Renta neta media por persona",2022,24132
"580","Barcelona",4,31,"Renta neta media por persona",2022,21221
"581","Barcelona",4,32,"Renta neta media por persona",2022,20508
"582","Barcelona",4,33,"Renta neta media por persona",2022,20206
"583","Barcelona",4,34,"Renta neta media por persona",2022,25026
"584","Barcelona",4,35,"Renta neta media por persona",2022,22923
"585","Barcelona",4,36,"Renta neta media por persona",2022,19218
"586","Barcelona",4,37,"Renta neta media por persona",2022,20424
"587","Barcelona",4,38,"Renta neta media por persona",2022,20117
"588","Barcelona",4,39,"Renta neta media por persona",2022,19023
"589","Barcelona",4,40,"Renta neta media por persona",2022,16067
"590","Barcelona",4,41,"Renta neta media por persona",2022,17152
"591","Barcelona",4,42,"Renta neta media por persona",2022,16062
"592","Barcelona",4,43,"Renta neta media por persona",2022,23558
"593","Barcelona",4,44,"Renta neta media por persona",2022,18188
"594","Barcelona",4,45,"Renta neta media por persona",2022,18519
"595","Barcelona",4,46,"Renta neta media por persona",2022,25273
"596","Barcelona",4,47,"Renta neta media por persona",2022,21233
"597","Barcelona",4,48,"Renta neta media por persona",2022,22929
"598","Barcelona",4,49,"Renta neta media por persona",2022,31161
"599","Barcelona",4,50,"Renta neta media por persona",2022,34765
"600","Barcelona",4,51,"Renta neta media por persona",2022,25051
"601","Barcelona",4,52,"Renta neta media por persona",2022,34765
"602","Barcelona",4,53,"Renta neta media por persona",2022,21547
"603","Barcelona",4,54,"Renta neta media por persona",2022,29872
"604","Barcelona",4,55,"Renta neta media por persona",2022,34765
"605","Barcelona",4,56,"Renta neta media por persona",2022,34765
"606","Barcelona",4,84,"Renta neta media por persona",2022,24827
"607","Barcelona",5,1,"Renta neta media por persona",2022,17841
"608","Barcelona",5,2,"Renta neta media por persona",2022,27126
"609","Barcelona",5,3,"Renta neta media por persona",2022,26437
"610","Barcelona",5,4,"Renta neta media por persona",2022,34765
"611","Barcelona",5,5,"Renta neta media por persona",2022,26669
"612","Barcelona",5,6,"Renta neta media por persona",2022,34765
"613","Barcelona",5,7,"Renta neta media por persona",2022,28635
"614","Barcelona",5,8,"Renta neta media por persona",2022,34765
"615","Barcelona",5,9,"Renta neta media por persona",2022,26100
"616","Barcelona",5,10,"Renta neta media por persona",2022,24335
"617","Barcelona",5,11,"Renta neta media por persona",2022,25933
"618","Barcelona",5,12,"Renta neta media por persona",2022,23950
"619","Barcelona",5,13,"Renta neta media por persona",2022,27817
"620","Barcelona",5,14,"Renta neta media por persona",2022,30027
"621","Barcelona",5,15,"Renta neta media por persona",2022,26270
"622","Barcelona",5,16,"Renta neta media por persona",2022,21666
"623","Barcelona",5,17,"Renta neta media por persona",2022,34765
"624","Barcelona",5,18,"Renta neta media por persona",2022,25437
"625","Barcelona",5,19,"Renta neta media por persona",2022,32355
"626","Barcelona",5,20,"Renta neta media por persona",2022,31576
"627","Barcelona",5,21,"Renta neta media por persona",2022,34765
"628","Barcelona",5,22,"Renta neta media por persona",2022,34765
"629","Barcelona",5,23,"Renta neta media por persona",2022,22821
"630","Barcelona",5,24,"Renta neta media por persona",2022,34334
"631","Barcelona",5,25,"Renta neta media por persona",2022,34765
"632","Barcelona",5,26,"Renta neta media por persona",2022,34765
"633","Barcelona",5,27,"Renta neta media por persona",2022,34765
"634","Barcelona",5,28,"Renta neta media por persona",2022,34638
"635","Barcelona",5,29,"Renta neta media por persona",2022,34765
"636","Barcelona",5,30,"Renta neta media por persona",2022,34765
"637","Barcelona",5,31,"Renta neta media por persona",2022,34765
"638","Barcelona",5,32,"Renta neta media por persona",2022,34765
"639","Barcelona",5,33,"Renta neta media por persona",2022,32784
"640","Barcelona",5,34,"Renta neta media por persona",2022,26250
"641","Barcelona",5,35,"Renta neta media por persona",2022,34765
"642","Barcelona",5,36,"Renta neta media por persona",2022,32181
"643","Barcelona",5,37,"Renta neta media por persona",2022,20266
"644","Barcelona",5,38,"Renta neta media por persona",2022,23331
"645","Barcelona",5,39,"Renta neta media por persona",2022,30420
"646","Barcelona",5,40,"Renta neta media por persona",2022,23078
"647","Barcelona",5,41,"Renta neta media por persona",2022,25921
"648","Barcelona",5,42,"Renta neta media por persona",2022,26736
"649","Barcelona",5,43,"Renta neta media por persona",2022,23574
"650","Barcelona",5,44,"Renta neta media por persona",2022,24686
"651","Barcelona",5,45,"Renta neta media por persona",2022,30408
"652","Barcelona",5,46,"Renta neta media por persona",2022,34765
"653","Barcelona",5,47,"Renta neta media por persona",2022,29204
"654","Barcelona",5,48,"Renta neta media por persona",2022,32669
"655","Barcelona",5,49,"Renta neta media por persona",2022,34088
"656","Barcelona",5,50,"Renta neta media por persona",2022,26406
"657","Barcelona",5,51,"Renta neta media por persona",2022,31709
"658","Barcelona",5,52,"Renta neta media por persona",2022,34765
"659","Barcelona",5,53,"Renta neta media por persona",2022,34765
"660","Barcelona",5,54,"Renta neta media por persona",2022,34765
"661","Barcelona",5,55,"Renta neta media por persona",2022,34765
"662","Barcelona",5,56,"Renta neta media por persona",2022,31537
"663","Barcelona",5,57,"Renta neta media por persona",2022,34765
"664","Barcelona",5,58,"Renta neta media por persona",2022,34765
"665","Barcelona",5,59,"Renta neta media por persona",2022,29106
"666","Barcelona",5,60,"Renta neta media por persona",2022,34765
"667","Barcelona",5,61,"Renta neta media por persona",2022,26184
"668","Barcelona",5,62,"Renta neta media por persona",2022,31252
"669","Barcelona",5,63,"Renta neta media por persona",2022,30886
"670","Barcelona",5,64,"Renta neta media por persona",2022,30658
"671","Barcelona",5,65,"Renta neta media por persona",2022,25681
"672","Barcelona",5,66,"Renta neta media por persona",2022,30635
"673","Barcelona",5,67,"Renta neta media por persona",2022,28470
"674","Barcelona",5,68,"Renta neta media por persona",2022,26182
"675","Barcelona",5,69,"Renta neta media por persona",2022,25440
"676","Barcelona",5,70,"Renta neta media por persona",2022,24134
"677","Barcelona",5,71,"Renta neta media por persona",2022,23788
"678","Barcelona",5,72,"Renta neta media por persona",2022,25491
"679","Barcelona",5,73,"Renta neta media por persona",2022,23903
"680","Barcelona",5,74,"Renta neta media por persona",2022,28797
"681","Barcelona",5,75,"Renta neta media por persona",2022,25000
"682","Barcelona",5,76,"Renta neta media por persona",2022,26487
"683","Barcelona",5,77,"Renta neta media por persona",2022,28128
"684","Barcelona",5,78,"Renta neta media por persona",2022,28982
"685","Barcelona",5,79,"Renta neta media por persona",2022,25605
